comune,year,month,t_mean
Ripi,2018,7,24.83
Ripi,2018,8,24.0
Ripi,2018,9,20.9
Ripi,2018,10,16.85
Ripi,2018,11,11.42
Ripi,2018,12,7.27
Ripi,2019,1,4.07
Ripi,2019,2,7.36
Ripi,2019,3,10.95
Ripi,2019,4,12.32
Ripi,2019,5,13.47
Ripi,2019,6,23.24
Ripi,2019,7,24.9
Ripi,2019,8,24.95
Ripi,2019,9,20.72
Ripi,2019,10,16.43
Ripi,2019,11,12.06
Ripi,2019,12,8.63
Ripi,2020,1,6.4
Ripi,2020,2,8.75
Ripi,2020,3,9.24
Ripi,2020,4,12.69
Ripi,2020,5,17.5
Ripi,2020,6,19.64
Ripi,2020,7,24.17
Ripi,2020,8,24.84
Ripi,2020,9,20.84
Ripi,2020,10,13.76
Ripi,2020,11,11.59
Ripi,2020,12,7.73
Ripi,2021,1,5.76
Ripi,2021,2,8.65
Ripi,2021,3,8.56
Ripi,2021,4,10.99
Ripi,2021,5,16.05
Ripi,2021,6,22.09
Ripi,2021,7,24.83
Ripi,2021,8,24.83
Ripi,2021,9,21.09
Ripi,2021,10,14.53
Ripi,2021,11,12.11
Ripi,2021,12,6.93
Ripi,2022,1,5.84
Ripi,2022,2,7.85
Ripi,2022,3,7.96
Ripi,2022,4,12.2
Ripi,2022,5,18.66
Ripi,2022,6,24.57
Ripi,2022,7,26.56
Ripi,2022,8,24.98
Ripi,2022,9,19.94
Ripi,2022,10,17.03
Ripi,2022,11,11.61
Ripi,2022,12,9.68
Ripi,2023,1,6.69
Ripi,2023,2,6.8
Ripi,2023,3,10.43
Ripi,2023,4,11.67
Ripi,2023,5,16.55
Ripi,2023,6,21.33
Ripi,2023,7,25.77
Ripi,2023,8,23.9
Ripi,2023,9,21.39
Ripi,2023,10,18.6
Ripi,2023,11,12.01
Ripi,2023,12,8.87
Ripi,2024,1,8.33
Ripi,2024,2,10.04
Ripi,2024,3,11.73
Ripi,2024,4,14.07
Ripi,2024,5,17.54
Ripi,2024,6,22.89
Ripi,2024,7,27.09
Ripi,2024,8,27.21
Ripi,2024,9,20.12
Ripi,2024,10,17.15
Ripi,2024,11,11.18
Ripi,2024,12,7.19
Ripi,2025,1,8.19
Ripi,2025,2,8.73
Ripi,2025,3,11.19
Ripi,2025,4,13.93
Ripi,2025,5,16.89
Ripi,2025,6,25.01
Ripi,2025,7,25.34
Ripi,2025,8,24.45
Ripi,2025,9,21.03
Ripi,2025,10,15.22
Ripi,2025,11,10.97
Ripi,2025,12,8.06
Ripi,2026,1,7.63
Ripi,2026,2,9.86
Ripi,2026,3,10.52
Ripi,2026,4,15.06
Ripi,2026,5,17.82
Ripi,2026,6,23.17
Roccasecca,2011,1,6.05
Roccasecca,2011,2,6.05
Roccasecca,2011,3,8.6
Roccasecca,2011,4,12.97
Roccasecca,2011,5,16.9
Roccasecca,2011,6,21.28
Roccasecca,2011,7,22.68
Roccasecca,2011,8,24.63
Roccasecca,2011,9,22.12
Roccasecca,2011,10,15.26
Roccasecca,2011,11,10.7
Roccasecca,2011,12,7.82
Roccasecca,2012,1,5.24
Roccasecca,2012,2,3.28
Roccasecca,2012,3,11.54
Roccasecca,2012,4,13.13
Roccasecca,2012,5,16.36
Roccasecca,2012,6,22.97
Roccasecca,2012,7,25.34
Roccasecca,2012,8,26.14
Roccasecca,2012,9,20.44
Roccasecca,2012,10,16.37
Roccasecca,2012,11,12.74
Roccasecca,2012,12,5.9
Roccasecca,2013,1,6.32
Roccasecca,2013,2,5.51
Roccasecca,2013,3,9.88
Roccasecca,2013,4,14.46
Roccasecca,2013,5,16.42
Roccasecca,2013,6,20.17
Roccasecca,2013,7,23.45
Roccasecca,2013,8,24.42
Roccasecca,2013,9,20.13
Roccasecca,2013,10,17.04
Roccasecca,2013,11,11.19
Roccasecca,2013,12,7.04
Roccasecca,2014,1,8.17
Roccasecca,2014,2,9.94
Roccasecca,2014,3,9.02
Roccasecca,2014,4,13.34
Roccasecca,2014,5,16.06
Roccasecca,2014,6,21.06
Roccasecca,2014,7,21.99
Roccasecca,2014,8,23.15
Roccasecca,2014,9,19.76
Roccasecca,2014,10,16.75
Roccasecca,2014,11,13.3
Roccasecca,2014,12,7.7
Roccasecca,2015,1,6.75
Roccasecca,2015,2,6.55
Roccasecca,2015,3,9.97
Roccasecca,2015,4,13.13
Roccasecca,2015,5,18.01
Roccasecca,2015,6,21.72
Roccasecca,2015,7,27.17
Roccasecca,2015,8,25.21
Roccasecca,2015,9,20.97
Roccasecca,2015,10,15.5
Roccasecca,2015,11,11.55
Roccasecca,2015,12,7.44
Roccasecca,2016,1,7.29
Roccasecca,2016,2,10.15
Roccasecca,2016,3,10.04
Roccasecca,2016,4,15.35
Roccasecca,2016,5,16.58
Roccasecca,2016,6,21.18
Roccasecca,2016,7,25.27
Roccasecca,2016,8,24.54
Roccasecca,2016,9,19.81
Roccasecca,2016,10,15.54
Roccasecca,2016,11,11.13
Roccasecca,2016,12,6.65
Roccasecca,2017,1,3.44
Roccasecca,2017,2,9.19
Roccasecca,2017,3,11.32
Roccasecca,2017,4,12.7
Roccasecca,2017,5,17.49
Roccasecca,2017,6,23.06
Roccasecca,2017,7,24.56
Roccasecca,2017,8,26.06
Roccasecca,2017,9,18.35
Roccasecca,2017,10,15.13
Roccasecca,2017,11,10.08
Roccasecca,2017,12,6.18
Roccasecca,2018,1,8.41
Roccasecca,2018,2,5.77
Roccasecca,2018,3,9.41
Roccasecca,2018,4,16.04
Roccasecca,2018,5,18.15
Roccasecca,2018,6,21.74
Roccasecca,2018,7,25.18
Roccasecca,2018,8,24.07
Roccasecca,2018,9,21.01
Roccasecca,2018,10,17.17
Roccasecca,2018,11,11.68
Roccasecca,2018,12,7.51
Roccasecca,2019,1,4.18
Roccasecca,2019,2,7.7
Roccasecca,2019,3,11.25
Roccasecca,2019,4,12.61
Roccasecca,2019,5,13.75
Roccasecca,2019,6,23.6
Roccasecca,2019,7,25.0
Roccasecca,2019,8,25.25
Roccasecca,2019,9,21.04
Roccasecca,2019,10,16.72
Roccasecca,2019,11,12.36
Roccasecca,2019,12,8.78
Roccasecca,2020,1,6.77
Roccasecca,2020,2,9.05
Roccasecca,2020,3,9.54
Roccasecca,2020,4,13.05
Roccasecca,2020,5,17.7
Roccasecca,2020,6,19.8
Roccasecca,2020,7,24.07
Roccasecca,2020,8,24.79
Roccasecca,2020,9,20.99
Roccasecca,2020,10,14.02
Roccasecca,2020,11,11.96
Roccasecca,2020,12,8.05
Roccasecca,2021,1,6.03
Roccasecca,2021,2,9.02
Roccasecca,2021,3,8.81
Roccasecca,2021,4,11.35
Roccasecca,2021,5,16.36
Roccasecca,2021,6,22.25
Roccasecca,2021,7,24.84
Roccasecca,2021,8,24.88
Roccasecca,2021,9,21.18
Roccasecca,2021,10,14.8
Roccasecca,2021,11,12.49
Roccasecca,2021,12,7.42
Roccasecca,2022,1,6.26
Roccasecca,2022,2,8.19
Roccasecca,2022,3,8.11
Roccasecca,2022,4,12.48
Roccasecca,2022,5,18.9
Roccasecca,2022,6,24.68
Roccasecca,2022,7,26.73
Roccasecca,2022,8,25.29
Roccasecca,2022,9,20.11
Roccasecca,2022,10,17.28
Roccasecca,2022,11,11.9
Roccasecca,2022,12,10.03
Roccasecca,2023,1,6.9
Roccasecca,2023,2,7.13
Roccasecca,2023,3,10.75
Roccasecca,2023,4,11.99
Roccasecca,2023,5,16.79
Roccasecca,2023,6,21.59
Roccasecca,2023,7,26.0
Roccasecca,2023,8,24.03
Roccasecca,2023,9,21.69
Roccasecca,2023,10,18.86
Roccasecca,2023,11,12.2
Roccasecca,2023,12,9.15
Roccasecca,2024,1,8.61
Roccasecca,2024,2,10.39
Roccasecca,2024,3,12.08
Roccasecca,2024,4,14.4
Roccasecca,2024,5,17.81
Roccasecca,2024,6,23.16
Roccasecca,2024,7,27.41
Roccasecca,2024,8,27.61
Roccasecca,2024,9,20.48
Roccasecca,2024,10,17.54
Roccasecca,2024,11,11.35
Roccasecca,2024,12,7.57
Roccasecca,2025,1,8.55
Roccasecca,2025,2,9.03
Roccasecca,2025,3,11.56
Roccasecca,2025,4,14.23
Roccasecca,2025,5,17.17
Roccasecca,2025,6,25.26
Roccasecca,2025,7,25.68
Roccasecca,2025,8,24.72
Roccasecca,2025,9,21.31
Roccasecca,2025,10,15.51
Roccasecca,2025,11,11.24
Roccasecca,2025,12,8.34
Roccasecca,2026,1,7.94
Roccasecca,2026,2,10.25
Roccasecca,2026,3,10.87
Roccasecca,2026,4,15.47
Roccasecca,2026,5,18.1
Roccasecca,2026,6,23.37
Villa Santa Lucia,2011,1,6.87
Villa Santa Lucia,2011,2,6.87
Villa Santa Lucia,2011,3,9.42
Villa Santa Lucia,2011,4,13.79
Villa Santa Lucia,2011,5,17.72
Villa Santa Lucia,2011,6,22.1
Villa Santa Lucia,2011,7,23.49
Villa Santa Lucia,2011,8,25.45
Villa Santa Lucia,2011,9,22.94
Villa Santa Lucia,2011,10,16.08
Villa Santa Lucia,2011,11,11.52
Villa Santa Lucia,2011,12,8.64
Villa Santa Lucia,2012,1,6.06
Villa Santa Lucia,2012,2,4.1
Villa Santa Lucia,2012,3,12.36
Villa Santa Lucia,2012,4,13.95
Villa Santa Lucia,2012,5,17.18
Villa Santa Lucia,2012,6,23.79
Villa Santa Lucia,2012,7,26.15
Villa Santa Lucia,2012,8,26.96
Villa Santa Lucia,2012,9,21.26
Villa Santa Lucia,2012,10,17.19
Villa Santa Lucia,2012,11,13.56
Villa Santa Lucia,2012,12,6.72
Villa Santa Lucia,2013,1,7.14
Villa Santa Lucia,2013,2,6.33
Villa Santa Lucia,2013,3,10.7
Villa Santa Lucia,2013,4,15.27
Villa Santa Lucia,2013,5,17.24
Villa Santa Lucia,2013,6,20.99
Villa Santa Lucia,2013,7,24.27
Villa Santa Lucia,2013,8,25.24
Villa Santa Lucia,2013,9,20.95
Villa Santa Lucia,2013,10,17.86
Villa Santa Lucia,2013,11,12.01
Villa Santa Lucia,2013,12,7.86
Villa Santa Lucia,2014,1,8.99
Villa Santa Lucia,2014,2,10.76
Villa Santa Lucia,2014,3,9.84
Villa Santa Lucia,2014,4,14.15
Villa Santa Lucia,2014,5,16.88
Villa Santa Lucia,2014,6,21.88
Villa Santa Lucia,2014,7,22.81
Villa Santa Lucia,2014,8,23.97
Villa Santa Lucia,2014,9,20.57
Villa Santa Lucia,2014,10,17.57
Villa Santa Lucia,2014,11,14.12
Villa Santa Lucia,2014,12,8.52
Villa Santa Lucia,2015,1,7.57
Villa Santa Lucia,2015,2,7.36
Villa Santa Lucia,2015,3,10.79
Villa Santa Lucia,2015,4,13.95
Villa Santa Lucia,2015,5,18.83
Villa Santa Lucia,2015,6,22.54
Villa Santa Lucia,2015,7,27.99
Villa Santa Lucia,2015,8,26.03
Villa Santa Lucia,2015,9,21.78
Villa Santa Lucia,2015,10,16.31
Villa Santa Lucia,2015,11,12.37
Villa Santa Lucia,2015,12,8.26
Villa Santa Lucia,2016,1,8.1
Villa Santa Lucia,2016,2,10.97
Villa Santa Lucia,2016,3,10.86
Villa Santa Lucia,2016,4,16.17
Villa Santa Lucia,2016,5,17.39
Villa Santa Lucia,2016,6,22.0
Villa Santa Lucia,2016,7,26.08
Villa Santa Lucia,2016,8,25.36
Villa Santa Lucia,2016,9,20.63
Villa Santa Lucia,2016,10,16.36
Villa Santa Lucia,2016,11,11.95
Villa Santa Lucia,2016,12,7.47
Villa Santa Lucia,2017,1,4.26
Villa Santa Lucia,2017,2,10.01
Villa Santa Lucia,2017,3,12.14
Villa Santa Lucia,2017,4,13.52
Villa Santa Lucia,2017,5,18.31
Villa Santa Lucia,2017,6,23.88
Villa Santa Lucia,2017,7,25.38
Villa Santa Lucia,2017,8,26.88
Villa Santa Lucia,2017,9,19.17
Villa Santa Lucia,2017,10,15.95
Villa Santa Lucia,2017,11,10.9
Villa Santa Lucia,2017,12,6.99
Villa Santa Lucia,2018,1,9.23
Villa Santa Lucia,2018,2,6.58
Villa Santa Lucia,2018,3,10.23
Villa Santa Lucia,2018,4,16.85
Villa Santa Lucia,2018,5,18.97
Villa Santa Lucia,2018,6,22.56
Villa Santa Lucia,2018,7,26.0
Villa Santa Lucia,2018,8,24.89
Villa Santa Lucia,2018,9,21.83
Villa Santa Lucia,2018,10,17.99
Villa Santa Lucia,2018,11,12.49
Villa Santa Lucia,2018,12,8.33
Villa Santa Lucia,2019,1,5.0
Villa Santa Lucia,2019,2,8.52
Villa Santa Lucia,2019,3,12.07
Villa Santa Lucia,2019,4,13.43
Villa Santa Lucia,2019,5,14.57
Villa Santa Lucia,2019,6,24.42
Villa Santa Lucia,2019,7,25.82
Villa Santa Lucia,2019,8,26.07
Villa Santa Lucia,2019,9,21.86
Villa Santa Lucia,2019,10,17.54
Villa Santa Lucia,2019,11,13.18
Villa Santa Lucia,2019,12,9.6
Villa Santa Lucia,2020,1,7.59
Villa Santa Lucia,2020,2,9.87
Villa Santa Lucia,2020,3,10.35
Villa Santa Lucia,2020,4,13.87
Villa Santa Lucia,2020,5,18.52
Villa Santa Lucia,2020,6,20.62
Villa Santa Lucia,2020,7,24.89
Villa Santa Lucia,2020,8,25.61
Villa Santa Lucia,2020,9,21.81
Villa Santa Lucia,2020,10,14.84
Villa Santa Lucia,2020,11,12.78
Villa Santa Lucia,2020,12,8.87
Villa Santa Lucia,2021,1,6.84
Villa Santa Lucia,2021,2,9.84
Villa Santa Lucia,2021,3,9.63
Villa Santa Lucia,2021,4,12.17
Villa Santa Lucia,2021,5,17.18
Villa Santa Lucia,2021,6,23.07
Villa Santa Lucia,2021,7,25.66
Villa Santa Lucia,2021,8,25.7
Villa Santa Lucia,2021,9,22.0
Villa Santa Lucia,2021,10,15.62
Villa Santa Lucia,2021,11,13.31
Villa Santa Lucia,2021,12,8.24
Villa Santa Lucia,2022,1,7.08
Villa Santa Lucia,2022,2,9.01
Villa Santa Lucia,2022,3,8.93
Villa Santa Lucia,2022,4,13.29
Villa Santa Lucia,2022,5,19.71
Villa Santa Lucia,2022,6,25.5
Villa Santa Lucia,2022,7,27.55
Villa Santa Lucia,2022,8,26.11
Villa Santa Lucia,2022,9,20.92
Villa Santa Lucia,2022,10,18.1
Villa Santa Lucia,2022,11,12.72
Villa Santa Lucia,2022,12,10.85
Villa Santa Lucia,2023,1,7.72
Villa Santa Lucia,2023,2,7.95
Villa Santa Lucia,2023,3,11.57
Villa Santa Lucia,2023,4,12.81
Villa Santa Lucia,2023,5,17.61
Villa Santa Lucia,2023,6,22.4
Villa Santa Lucia,2023,7,26.81
Villa Santa Lucia,2023,8,24.85
Villa Santa Lucia,2023,9,22.51
Villa Santa Lucia,2023,10,19.68
Villa Santa Lucia,2023,11,13.02
Villa Santa Lucia,2023,12,9.97
Villa Santa Lucia,2024,1,9.43
Villa Santa Lucia,2024,2,11.21
Villa Santa Lucia,2024,3,12.9
Villa Santa Lucia,2024,4,15.22
Villa Santa Lucia,2024,5,18.63
Villa Santa Lucia,2024,6,23.98
Villa Santa Lucia,2024,7,28.23
Villa Santa Lucia,2024,8,28.43
Villa Santa Lucia,2024,9,21.3
Villa Santa Lucia,2024,10,18.36
Villa Santa Lucia,2024,11,12.17
Villa Santa Lucia,2024,12,8.39
Villa Santa Lucia,2025,1,9.36
Villa Santa Lucia,2025,2,9.85
Villa Santa Lucia,2025,3,12.38
Villa Santa Lucia,2025,4,15.04
Villa Santa Lucia,2025,5,17.99
Villa Santa Lucia,2025,6,26.08
Villa Santa Lucia,2025,7,26.5
Villa Santa Lucia,2025,8,25.54
Villa Santa Lucia,2025,9,22.13
Villa Santa Lucia,2025,10,16.33
Villa Santa Lucia,2025,11,12.06
Villa Santa Lucia,2025,12,9.16
Villa Santa Lucia,2026,1,8.76
Villa Santa Lucia,2026,2,11.07
Villa Santa Lucia,2026,3,11.69
Villa Santa Lucia,2026,4,16.29
Villa Santa Lucia,2026,5,18.92
Villa Santa Lucia,2026,6,24.19
San Biagio Saracinisco,2011,1,1.22
San Biagio Saracinisco,2011,2,1.31
San Biagio Saracinisco,2011,3,3.78
San Biagio Saracinisco,2011,4,8.46
San Biagio Saracinisco,2011,5,12.04
San Biagio Saracinisco,2011,6,16.27
San Biagio Saracinisco,2011,7,17.71
San Biagio Saracinisco,2011,8,19.74
San Biagio Saracinisco,2011,9,17.23
San Biagio Saracinisco,2011,10,10.42
San Biagio Saracinisco,2011,11,5.93
San Biagio Saracinisco,2011,12,2.95
San Biagio Saracinisco,2012,1,0.38
San Biagio Saracinisco,2012,2,-1.61
San Biagio Saracinisco,2012,3,6.76
San Biagio Saracinisco,2012,4,8.09
San Biagio Saracinisco,2012,5,11.41
San Biagio Saracinisco,2012,6,18.08
San Biagio Saracinisco,2012,7,20.24
San Biagio Saracinisco,2012,8,21.11
San Biagio Saracinisco,2012,9,15.41
San Biagio Saracinisco,2012,10,11.46
San Biagio Saracinisco,2012,11,7.84
San Biagio Saracinisco,2012,12,1.14
San Biagio Saracinisco,2013,1,1.46
San Biagio Saracinisco,2013,2,0.54
San Biagio Saracinisco,2013,3,4.91
San Biagio Saracinisco,2013,4,9.48
San Biagio Saracinisco,2013,5,11.37
San Biagio Saracinisco,2013,6,15.26
San Biagio Saracinisco,2013,7,18.35
San Biagio Saracinisco,2013,8,19.3
San Biagio Saracinisco,2013,9,15.18
San Biagio Saracinisco,2013,10,12.3
San Biagio Saracinisco,2013,11,6.31
San Biagio Saracinisco,2013,12,2.17
San Biagio Saracinisco,2014,1,3.37
San Biagio Saracinisco,2014,2,5.01
San Biagio Saracinisco,2014,3,4.01
San Biagio Saracinisco,2014,4,8.37
San Biagio Saracinisco,2014,5,11.14
San Biagio Saracinisco,2014,6,16.23
San Biagio Saracinisco,2014,7,17.06
San Biagio Saracinisco,2014,8,18.24
San Biagio Saracinisco,2014,9,14.77
San Biagio Saracinisco,2014,10,11.82
San Biagio Saracinisco,2014,11,8.35
San Biagio Saracinisco,2014,12,2.73
San Biagio Saracinisco,2015,1,1.75
San Biagio Saracinisco,2015,2,1.53
San Biagio Saracinisco,2015,3,4.99
San Biagio Saracinisco,2015,4,8.17
San Biagio Saracinisco,2015,5,13.22
San Biagio Saracinisco,2015,6,16.76
San Biagio Saracinisco,2015,7,22.0
San Biagio Saracinisco,2015,8,20.15
San Biagio Saracinisco,2015,9,15.94
San Biagio Saracinisco,2015,10,10.29
San Biagio Saracinisco,2015,11,6.84
San Biagio Saracinisco,2015,12,2.74
San Biagio Saracinisco,2016,1,2.15
San Biagio Saracinisco,2016,2,5.2
San Biagio Saracinisco,2016,3,5.12
San Biagio Saracinisco,2016,4,10.58
San Biagio Saracinisco,2016,5,11.71
San Biagio Saracinisco,2016,6,16.35
San Biagio Saracinisco,2016,7,20.26
San Biagio Saracinisco,2016,8,19.3
San Biagio Saracinisco,2016,9,14.79
San Biagio Saracinisco,2016,10,10.65
San Biagio Saracinisco,2016,11,6.24
San Biagio Saracinisco,2016,12,1.87
San Biagio Saracinisco,2017,1,-1.73
San Biagio Saracinisco,2017,2,4.24
San Biagio Saracinisco,2017,3,6.44
San Biagio Saracinisco,2017,4,7.77
San Biagio Saracinisco,2017,5,12.45
San Biagio Saracinisco,2017,6,17.96
San Biagio Saracinisco,2017,7,19.67
San Biagio Saracinisco,2017,8,21.49
San Biagio Saracinisco,2017,9,13.28
San Biagio Saracinisco,2017,10,10.34
San Biagio Saracinisco,2017,11,5.13
San Biagio Saracinisco,2017,12,1.23
San Biagio Saracinisco,2018,1,3.51
San Biagio Saracinisco,2018,2,0.71
San Biagio Saracinisco,2018,3,4.46
San Biagio Saracinisco,2018,4,11.3
San Biagio Saracinisco,2018,5,13.33
San Biagio Saracinisco,2018,6,16.68
San Biagio Saracinisco,2018,7,19.94
San Biagio Saracinisco,2018,8,18.87
San Biagio Saracinisco,2018,9,15.75
San Biagio Saracinisco,2018,10,12.24
San Biagio Saracinisco,2018,11,6.86
San Biagio Saracinisco,2018,12,2.62
San Biagio Saracinisco,2019,1,-0.91
San Biagio Saracinisco,2019,2,2.83
San Biagio Saracinisco,2019,3,6.24
San Biagio Saracinisco,2019,4,7.66
San Biagio Saracinisco,2019,5,8.8
San Biagio Saracinisco,2019,6,18.91
San Biagio Saracinisco,2019,7,19.89
San Biagio Saracinisco,2019,8,20.4
San Biagio Saracinisco,2019,9,15.98
San Biagio Saracinisco,2019,10,11.93
San Biagio Saracinisco,2019,11,7.38
San Biagio Saracinisco,2019,12,3.79
San Biagio Saracinisco,2020,1,2.0
San Biagio Saracinisco,2020,2,4.1
San Biagio Saracinisco,2020,3,4.58
San Biagio Saracinisco,2020,4,8.17
San Biagio Saracinisco,2020,5,12.74
San Biagio Saracinisco,2020,6,14.87
San Biagio Saracinisco,2020,7,19.02
San Biagio Saracinisco,2020,8,19.75
San Biagio Saracinisco,2020,9,16.04
San Biagio Saracinisco,2020,10,9.09
San Biagio Saracinisco,2020,11,7.21
San Biagio Saracinisco,2020,12,3.11
San Biagio Saracinisco,2021,1,1.0
San Biagio Saracinisco,2021,2,4.16
San Biagio Saracinisco,2021,3,3.86
San Biagio Saracinisco,2021,4,6.38
San Biagio Saracinisco,2021,5,11.49
San Biagio Saracinisco,2021,6,17.58
San Biagio Saracinisco,2021,7,19.99
San Biagio Saracinisco,2021,8,19.96
San Biagio Saracinisco,2021,9,16.22
San Biagio Saracinisco,2021,10,9.91
San Biagio Saracinisco,2021,11,7.72
San Biagio Saracinisco,2021,12,2.68
San Biagio Saracinisco,2022,1,1.52
San Biagio Saracinisco,2022,2,3.31
San Biagio Saracinisco,2022,3,3.02
San Biagio Saracinisco,2022,4,7.52
San Biagio Saracinisco,2022,5,13.99
San Biagio Saracinisco,2022,6,19.75
San Biagio Saracinisco,2022,7,21.7
San Biagio Saracinisco,2022,8,20.12
San Biagio Saracinisco,2022,9,15.13
San Biagio Saracinisco,2022,10,12.49
San Biagio Saracinisco,2022,11,6.99
San Biagio Saracinisco,2022,12,5.21
San Biagio Saracinisco,2023,1,1.99
San Biagio Saracinisco,2023,2,2.36
San Biagio Saracinisco,2023,3,5.83
San Biagio Saracinisco,2023,4,7.02
San Biagio Saracinisco,2023,5,11.88
San Biagio Saracinisco,2023,6,16.76
San Biagio Saracinisco,2023,7,21.28
San Biagio Saracinisco,2023,8,19.12
San Biagio Saracinisco,2023,9,17.03
San Biagio Saracinisco,2023,10,14.1
San Biagio Saracinisco,2023,11,7.24
San Biagio Saracinisco,2023,12,4.39
San Biagio Saracinisco,2024,1,3.81
San Biagio Saracinisco,2024,2,5.54
San Biagio Saracinisco,2024,3,7.14
San Biagio Saracinisco,2024,4,9.61
San Biagio Saracinisco,2024,5,12.97
San Biagio Saracinisco,2024,6,18.41
San Biagio Saracinisco,2024,7,22.24
San Biagio Saracinisco,2024,8,22.5
San Biagio Saracinisco,2024,9,15.56
San Biagio Saracinisco,2024,10,12.82
San Biagio Saracinisco,2024,11,6.49
San Biagio Saracinisco,2024,12,2.77
San Biagio Saracinisco,2025,1,3.68
San Biagio Saracinisco,2025,2,4.01
San Biagio Saracinisco,2025,3,6.72
San Biagio Saracinisco,2025,4,9.27
San Biagio Saracinisco,2025,5,12.23
San Biagio Saracinisco,2025,6,20.59
San Biagio Saracinisco,2025,7,20.79
San Biagio Saracinisco,2025,8,19.71
San Biagio Saracinisco,2025,9,16.34
San Biagio Saracinisco,2025,10,10.48
San Biagio Saracinisco,2025,11,6.34
San Biagio Saracinisco,2025,12,3.64
San Biagio Saracinisco,2026,1,3.03
San Biagio Saracinisco,2026,2,5.28
San Biagio Saracinisco,2026,3,5.75
San Biagio Saracinisco,2026,4,10.46
San Biagio Saracinisco,2026,5,13.07
San Biagio Saracinisco,2026,6,18.21
San Donato Val di Comino,2011,1,-0.01
San Donato Val di Comino,2011,2,0.01
San Donato Val di Comino,2011,3,1.67
San Donato Val di Comino,2011,4,4.72
San Donato Val di Comino,2011,5,9.67
San Donato Val di Comino,2011,6,15.21
San Donato Val di Comino,2011,7,16.98
San Donato Val di Comino,2011,8,19.16
San Donato Val di Comino,2011,9,16.46
San Donato Val di Comino,2011,10,9.34
San Donato Val di Comino,2011,11,4.86
San Donato Val di Comino,2011,12,1.9
San Donato Val di Comino,2012,1,-0.39
San Donato Val di Comino,2012,2,-3.14
San Donato Val di Comino,2012,3,5.81
San Donato Val di Comino,2012,4,7.05
San Donato Val di Comino,2012,5,10.48
San Donato Val di Comino,2012,6,17.91
San Donato Val di Comino,2012,7,20.35
San Donato Val di Comino,2012,8,20.91
San Donato Val di Comino,2012,9,15.0
San Donato Val di Comino,2012,10,10.84
San Donato Val di Comino,2012,11,6.63
San Donato Val di Comino,2012,12,0.16
San Donato Val di Comino,2013,1,0.48
San Donato Val di Comino,2013,2,-0.4
San Donato Val di Comino,2013,3,3.75
San Donato Val di Comino,2013,4,8.19
San Donato Val di Comino,2013,5,9.92
San Donato Val di Comino,2013,6,14.17
San Donato Val di Comino,2013,7,17.36
San Donato Val di Comino,2013,8,18.42
San Donato Val di Comino,2013,9,14.29
San Donato Val di Comino,2013,10,11.66
San Donato Val di Comino,2013,11,5.11
San Donato Val di Comino,2013,12,1.54
San Donato Val di Comino,2014,1,2.41
San Donato Val di Comino,2014,2,3.63
San Donato Val di Comino,2014,3,2.22
San Donato Val di Comino,2014,4,7.12
San Donato Val di Comino,2014,5,9.72
San Donato Val di Comino,2014,6,15.01
San Donato Val di Comino,2014,7,16.03
San Donato Val di Comino,2014,8,17.51
San Donato Val di Comino,2014,9,13.75
San Donato Val di Comino,2014,10,10.93
San Donato Val di Comino,2014,11,7.66
San Donato Val di Comino,2014,12,1.55
San Donato Val di Comino,2015,1,0.68
San Donato Val di Comino,2015,2,-0.09
San Donato Val di Comino,2015,3,3.73
San Donato Val di Comino,2015,4,7.33
San Donato Val di Comino,2015,5,12.17
San Donato Val di Comino,2015,6,15.27
San Donato Val di Comino,2015,7,20.72
San Donato Val di Comino,2015,8,18.93
San Donato Val di Comino,2015,9,14.67
San Donato Val di Comino,2015,10,8.92
San Donato Val di Comino,2015,11,5.98
San Donato Val di Comino,2015,12,2.29
San Donato Val di Comino,2016,1,1.25
San Donato Val di Comino,2016,2,4.31
San Donato Val di Comino,2016,3,3.98
San Donato Val di Comino,2016,4,9.76
San Donato Val di Comino,2016,5,10.77
San Donato Val di Comino,2016,6,15.16
San Donato Val di Comino,2016,7,19.05
San Donato Val di Comino,2016,8,17.92
San Donato Val di Comino,2016,9,13.55
San Donato Val di Comino,2016,10,9.62
San Donato Val di Comino,2016,11,5.29
San Donato Val di Comino,2016,12,1.21
San Donato Val di Comino,2017,1,-3.36
San Donato Val di Comino,2017,2,3.32
San Donato Val di Comino,2017,3,5.59
San Donato Val di Comino,2017,4,6.99
San Donato Val di Comino,2017,5,11.64
San Donato Val di Comino,2017,6,17.53
San Donato Val di Comino,2017,7,18.86
San Donato Val di Comino,2017,8,20.75
San Donato Val di Comino,2017,9,12.41
San Donato Val di Comino,2017,10,9.7
San Donato Val di Comino,2017,11,4.11
San Donato Val di Comino,2017,12,0.32
San Donato Val di Comino,2018,1,2.78
San Donato Val di Comino,2018,2,-0.43
San Donato Val di Comino,2018,3,3.17
San Donato Val di Comino,2018,4,10.42
San Donato Val di Comino,2018,5,12.2
San Donato Val di Comino,2018,6,15.77
San Donato Val di Comino,2018,7,19.28
San Donato Val di Comino,2018,8,17.58
San Donato Val di Comino,2018,9,14.6
San Donato Val di Comino,2018,10,10.91
San Donato Val di Comino,2018,11,5.86
San Donato Val di Comino,2018,12,1.64
San Donato Val di Comino,2019,1,-2.14
San Donato Val di Comino,2019,2,1.91
San Donato Val di Comino,2019,3,5.49
San Donato Val di Comino,2019,4,6.74
San Donato Val di Comino,2019,5,7.77
