comune,year,month,t_mean
Castelliri,2020,11,10.09
Castelliri,2020,12,6.01
Castelliri,2021,1,3.74
Castelliri,2021,2,7.44
Castelliri,2021,3,6.96
Castelliri,2021,4,9.43
Castelliri,2021,5,14.68
Castelliri,2021,6,20.83
Castelliri,2021,7,23.78
Castelliri,2021,8,23.26
Castelliri,2021,9,19.25
Castelliri,2021,10,12.82
Castelliri,2021,11,10.33
Castelliri,2021,12,5.21
Castelliri,2022,1,4.53
Castelliri,2022,2,6.35
Castelliri,2022,3,6.36
Castelliri,2022,4,10.62
Castelliri,2022,5,17.47
Castelliri,2022,6,23.71
Castelliri,2022,7,25.55
Castelliri,2022,8,23.23
Castelliri,2022,9,18.28
Castelliri,2022,10,15.9
Castelliri,2022,11,9.9
Castelliri,2022,12,8.13
Castelliri,2023,1,4.83
Castelliri,2023,2,5.59
Castelliri,2023,3,9.02
Castelliri,2023,4,9.95
Castelliri,2023,5,14.81
Castelliri,2023,6,19.86
Castelliri,2023,7,24.77
Castelliri,2023,8,22.64
Castelliri,2023,9,19.99
Castelliri,2023,10,17.37
Castelliri,2023,11,9.95
Castelliri,2023,12,7.21
Castelliri,2024,1,6.63
Castelliri,2024,2,8.71
Castelliri,2024,3,10.15
Castelliri,2024,4,12.7
Castelliri,2024,5,15.92
Castelliri,2024,6,21.72
Castelliri,2024,7,26.14
Castelliri,2024,8,25.61
Castelliri,2024,9,18.22
Castelliri,2024,10,15.66
Castelliri,2024,11,9.4
Castelliri,2024,12,5.44
Castelliri,2025,1,6.49
Castelliri,2025,2,7.2
Castelliri,2025,3,9.49
Castelliri,2025,4,12.29
Castelliri,2025,5,15.13
Castelliri,2025,6,23.61
Castelliri,2025,7,23.49
Castelliri,2025,8,22.26
Castelliri,2025,9,19.53
Castelliri,2025,10,13.23
Castelliri,2025,11,9.24
Castelliri,2025,12,6.68
Castelliri,2026,1,5.55
Castelliri,2026,2,8.21
Castelliri,2026,3,8.54
Castelliri,2026,4,13.74
Castelliri,2026,5,15.92
Castelliri,2026,6,21.49
Castrocielo,2011,1,5.95
Castrocielo,2011,2,5.95
Castrocielo,2011,3,8.5
Castrocielo,2011,4,12.87
Castrocielo,2011,5,16.81
Castrocielo,2011,6,21.18
Castrocielo,2011,7,22.58
Castrocielo,2011,8,24.53
Castrocielo,2011,9,22.03
Castrocielo,2011,10,15.16
Castrocielo,2011,11,10.6
Castrocielo,2011,12,7.73
Castrocielo,2012,1,5.14
Castrocielo,2012,2,3.18
Castrocielo,2012,3,11.45
Castrocielo,2012,4,13.04
Castrocielo,2012,5,16.27
Castrocielo,2012,6,22.87
Castrocielo,2012,7,25.24
Castrocielo,2012,8,26.04
Castrocielo,2012,9,20.34
Castrocielo,2012,10,16.27
Castrocielo,2012,11,12.64
Castrocielo,2012,12,5.8
Castrocielo,2013,1,6.22
Castrocielo,2013,2,5.41
Castrocielo,2013,3,9.78
Castrocielo,2013,4,14.36
Castrocielo,2013,5,16.33
Castrocielo,2013,6,20.07
Castrocielo,2013,7,23.35
Castrocielo,2013,8,24.32
Castrocielo,2013,9,20.03
Castrocielo,2013,10,16.95
Castrocielo,2013,11,11.09
Castrocielo,2013,12,6.95
Castrocielo,2014,1,8.07
Castrocielo,2014,2,9.84
Castrocielo,2014,3,8.92
Castrocielo,2014,4,13.24
Castrocielo,2014,5,15.97
Castrocielo,2014,6,20.97
Castrocielo,2014,7,21.89
Castrocielo,2014,8,23.05
Castrocielo,2014,9,19.66
Castrocielo,2014,10,16.65
Castrocielo,2014,11,13.2
Castrocielo,2014,12,7.6
Castrocielo,2015,1,6.65
Castrocielo,2015,2,6.45
Castrocielo,2015,3,9.87
Castrocielo,2015,4,13.03
Castrocielo,2015,5,17.91
Castrocielo,2015,6,21.62
Castrocielo,2015,7,27.08
Castrocielo,2015,8,25.11
Castrocielo,2015,9,20.87
Castrocielo,2015,10,15.4
Castrocielo,2015,11,11.45
Castrocielo,2015,12,7.34
Castrocielo,2016,1,7.19
Castrocielo,2016,2,10.06
Castrocielo,2016,3,9.95
Castrocielo,2016,4,15.25
Castrocielo,2016,5,16.48
Castrocielo,2016,6,21.09
Castrocielo,2016,7,25.17
Castrocielo,2016,8,24.44
Castrocielo,2016,9,19.71
Castrocielo,2016,10,15.44
Castrocielo,2016,11,11.04
Castrocielo,2016,12,6.55
Castrocielo,2017,1,3.34
Castrocielo,2017,2,9.09
Castrocielo,2017,3,11.22
Castrocielo,2017,4,12.61
Castrocielo,2017,5,17.39
Castrocielo,2017,6,22.96
Castrocielo,2017,7,24.46
Castrocielo,2017,8,25.97
Castrocielo,2017,9,18.25
Castrocielo,2017,10,15.03
Castrocielo,2017,11,9.98
Castrocielo,2017,12,6.08
Castrocielo,2018,1,8.31
Castrocielo,2018,2,5.67
Castrocielo,2018,3,9.32
Castrocielo,2018,4,15.94
Castrocielo,2018,5,18.05
Castrocielo,2018,6,21.65
Castrocielo,2018,7,25.08
Castrocielo,2018,8,23.98
Castrocielo,2018,9,20.91
Castrocielo,2018,10,17.07
Castrocielo,2018,11,11.58
Castrocielo,2018,12,7.42
Castrocielo,2019,1,4.08
Castrocielo,2019,2,7.6
Castrocielo,2019,3,11.15
Castrocielo,2019,4,12.51
Castrocielo,2019,5,13.66
Castrocielo,2019,6,23.5
Castrocielo,2019,7,24.9
Castrocielo,2019,8,25.15
Castrocielo,2019,9,20.94
Castrocielo,2019,10,16.62
Castrocielo,2019,11,12.27
Castrocielo,2019,12,8.69
Castrocielo,2020,1,6.68
Castrocielo,2020,2,8.95
Castrocielo,2020,3,9.44
Castrocielo,2020,4,12.95
Castrocielo,2020,5,17.61
Castrocielo,2020,6,19.7
Castrocielo,2020,7,23.97
Castrocielo,2020,8,24.69
Castrocielo,2020,9,20.89
Castrocielo,2020,10,13.92
Castrocielo,2020,11,11.86
Castrocielo,2020,12,7.96
Castrocielo,2021,1,5.93
Castrocielo,2021,2,8.92
Castrocielo,2021,3,8.71
Castrocielo,2021,4,11.25
Castrocielo,2021,5,16.26
Castrocielo,2021,6,22.15
Castrocielo,2021,7,24.75
Castrocielo,2021,8,24.78
Castrocielo,2021,9,21.08
Castrocielo,2021,10,14.7
Castrocielo,2021,11,12.39
Castrocielo,2021,12,7.32
Castrocielo,2022,1,6.16
Castrocielo,2022,2,8.09
Castrocielo,2022,3,8.01
Castrocielo,2022,4,12.38
Castrocielo,2022,5,18.8
Castrocielo,2022,6,24.58
Castrocielo,2022,7,26.63
Castrocielo,2022,8,25.2
Castrocielo,2022,9,20.01
Castrocielo,2022,10,17.18
Castrocielo,2022,11,11.8
Castrocielo,2022,12,9.94
Castrocielo,2023,1,6.81
Castrocielo,2023,2,7.03
Castrocielo,2023,3,10.65
Castrocielo,2023,4,11.89
Castrocielo,2023,5,16.69
Castrocielo,2023,6,21.49
Castrocielo,2023,7,25.9
Castrocielo,2023,8,23.94
Castrocielo,2023,9,21.59
Castrocielo,2023,10,18.76
Castrocielo,2023,11,12.1
Castrocielo,2023,12,9.05
Castrocielo,2024,1,8.52
Castrocielo,2024,2,10.29
Castrocielo,2024,3,11.99
Castrocielo,2024,4,14.3
Castrocielo,2024,5,17.72
Castrocielo,2024,6,23.06
Castrocielo,2024,7,27.31
Castrocielo,2024,8,27.51
Castrocielo,2024,9,20.39
Castrocielo,2024,10,17.45
Castrocielo,2024,11,11.26
Castrocielo,2024,12,7.47
Castrocielo,2025,1,8.45
Castrocielo,2025,2,8.93
Castrocielo,2025,3,11.46
Castrocielo,2025,4,14.13
Castrocielo,2025,5,17.08
Castrocielo,2025,6,25.16
Castrocielo,2025,7,25.58
Castrocielo,2025,8,24.62
Castrocielo,2025,9,21.21
Castrocielo,2025,10,15.41
Castrocielo,2025,11,11.14
Castrocielo,2025,12,8.24
Castrocielo,2026,1,7.84
Castrocielo,2026,2,10.15
Castrocielo,2026,3,10.77
Castrocielo,2026,4,15.37
Castrocielo,2026,5,18.0
Castrocielo,2026,6,23.27
Cervaro,2011,1,5.8
Cervaro,2011,2,5.9
Cervaro,2011,3,8.36
Cervaro,2011,4,13.04
Cervaro,2011,5,16.63
Cervaro,2011,6,20.85
Cervaro,2011,7,22.29
Cervaro,2011,8,24.32
Cervaro,2011,9,21.81
Cervaro,2011,10,15.01
Cervaro,2011,11,10.51
Cervaro,2011,12,7.54
Cervaro,2012,1,4.96
Cervaro,2012,2,2.97
Cervaro,2012,3,11.35
Cervaro,2012,4,12.67
Cervaro,2012,5,15.99
Cervaro,2012,6,22.66
Cervaro,2012,7,24.82
Cervaro,2012,8,25.7
Cervaro,2012,9,19.99
Cervaro,2012,10,16.05
Cervaro,2012,11,12.42
Cervaro,2012,12,5.72
Cervaro,2013,1,6.04
Cervaro,2013,2,5.13
Cervaro,2013,3,9.49
Cervaro,2013,4,14.06
Cervaro,2013,5,15.95
Cervaro,2013,6,19.84
Cervaro,2013,7,22.93
Cervaro,2013,8,23.88
Cervaro,2013,9,19.76
Cervaro,2013,10,16.89
Cervaro,2013,11,10.89
Cervaro,2013,12,6.76
Cervaro,2014,1,7.95
Cervaro,2014,2,9.59
Cervaro,2014,3,8.59
Cervaro,2014,4,12.96
Cervaro,2014,5,15.72
Cervaro,2014,6,20.82
Cervaro,2014,7,21.64
Cervaro,2014,8,22.82
Cervaro,2014,9,19.36
Cervaro,2014,10,16.41
Cervaro,2014,11,12.93
Cervaro,2014,12,7.32
Cervaro,2015,1,6.33
Cervaro,2015,2,6.11
Cervaro,2015,3,9.58
Cervaro,2015,4,12.75
Cervaro,2015,5,17.81
Cervaro,2015,6,21.34
Cervaro,2015,7,26.58
Cervaro,2015,8,24.73
Cervaro,2015,9,20.53
Cervaro,2015,10,14.87
Cervaro,2015,11,11.43
Cervaro,2015,12,7.32
Cervaro,2016,1,6.73
Cervaro,2016,2,9.78
Cervaro,2016,3,9.71
Cervaro,2016,4,15.16
Cervaro,2016,5,16.29
Cervaro,2016,6,20.93
Cervaro,2016,7,24.84
Cervaro,2016,8,23.88
Cervaro,2016,9,19.37
Cervaro,2016,10,15.23
Cervaro,2016,11,10.82
Cervaro,2016,12,6.45
Cervaro,2017,1,2.86
Cervaro,2017,2,8.82
Cervaro,2017,3,11.03
Cervaro,2017,4,12.36
Cervaro,2017,5,17.03
Cervaro,2017,6,22.54
Cervaro,2017,7,24.26
Cervaro,2017,8,26.08
Cervaro,2017,9,17.87
Cervaro,2017,10,14.93
Cervaro,2017,11,9.71
Cervaro,2017,12,5.81
Cervaro,2018,1,8.09
Cervaro,2018,2,5.3
Cervaro,2018,3,9.04
Cervaro,2018,4,15.89
Cervaro,2018,5,17.91
Cervaro,2018,6,21.26
Cervaro,2018,7,24.53
Cervaro,2018,8,23.45
Cervaro,2018,9,20.34
Cervaro,2018,10,16.82
Cervaro,2018,11,11.45
Cervaro,2018,12,7.21
Cervaro,2019,1,3.67
Cervaro,2019,2,7.41
Cervaro,2019,3,10.82
Cervaro,2019,4,12.25
Cervaro,2019,5,13.38
Cervaro,2019,6,23.5
Cervaro,2019,7,24.47
Cervaro,2019,8,24.99
Cervaro,2019,9,20.56
Cervaro,2019,10,16.51
Cervaro,2019,11,11.97
Cervaro,2019,12,8.37
Cervaro,2020,1,6.58
Cervaro,2020,2,8.68
Cervaro,2020,3,9.16
Cervaro,2020,4,12.75
Cervaro,2020,5,17.32
Cervaro,2020,6,19.46
Cervaro,2020,7,23.6
Cervaro,2020,8,24.33
Cervaro,2020,9,20.62
Cervaro,2020,10,13.68
Cervaro,2020,11,11.79
Cervaro,2020,12,7.69
Cervaro,2021,1,5.58
Cervaro,2021,2,8.75
Cervaro,2021,3,8.44
Cervaro,2021,4,10.97
Cervaro,2021,5,16.08
Cervaro,2021,6,22.16
Cervaro,2021,7,24.58
Cervaro,2021,8,24.54
Cervaro,2021,9,20.8
Cervaro,2021,10,14.49
Cervaro,2021,11,12.3
Cervaro,2021,12,7.26
Cervaro,2022,1,6.1
Cervaro,2022,2,7.89
Cervaro,2022,3,7.6
Cervaro,2022,4,12.11
Cervaro,2022,5,18.58
Cervaro,2022,6,24.33
Cervaro,2022,7,26.28
Cervaro,2022,8,24.7
Cervaro,2022,9,19.71
Cervaro,2022,10,17.08
Cervaro,2022,11,11.57
Cervaro,2022,12,9.79
Cervaro,2023,1,6.57
Cervaro,2023,2,6.94
Cervaro,2023,3,10.41
Cervaro,2023,4,11.6
Cervaro,2023,5,16.46
Cervaro,2023,6,21.34
Cervaro,2023,7,25.86
Cervaro,2023,8,23.7
Cervaro,2023,9,21.61
Cervaro,2023,10,18.69
Cervaro,2023,11,11.82
Cervaro,2023,12,8.97
Cervaro,2024,1,8.39
Cervaro,2024,2,10.13
Cervaro,2024,3,11.73
Cervaro,2024,4,14.2
Cervaro,2024,5,17.55
Cervaro,2024,6,22.99
Cervaro,2024,7,26.83
Cervaro,2024,8,27.08
Cervaro,2024,9,20.14
Cervaro,2024,10,17.41
Cervaro,2024,11,11.07
Cervaro,2024,12,7.35
Cervaro,2025,1,8.26
Cervaro,2025,2,8.59
Cervaro,2025,3,11.3
Cervaro,2025,4,13.85
Cervaro,2025,5,16.81
Cervaro,2025,6,25.17
Cervaro,2025,7,25.38
Cervaro,2025,8,24.29
Cervaro,2025,9,20.92
Cervaro,2025,10,15.07
Cervaro,2025,11,10.92
Cervaro,2025,12,8.22
Cervaro,2026,1,7.61
Cervaro,2026,2,9.87
Cervaro,2026,3,10.33
Cervaro,2026,4,15.04
Cervaro,2026,5,17.65
Cervaro,2026,6,22.79
Colle San Magno,2011,1,4.02
Colle San Magno,2011,2,4.02
Colle San Magno,2011,3,6.57
Colle San Magno,2011,4,10.94
Colle San Magno,2011,5,14.88
Colle San Magno,2011,6,19.25
Colle San Magno,2011,7,20.65
Colle San Magno,2011,8,22.6
Colle San Magno,2011,9,20.1
Colle San Magno,2011,10,13.23
Colle San Magno,2011,11,8.67
Colle San Magno,2011,12,5.79
Colle San Magno,2012,1,3.21
Colle San Magno,2012,2,1.25
Colle San Magno,2012,3,9.52
Colle San Magno,2012,4,11.1
Colle San Magno,2012,5,14.34
Colle San Magno,2012,6,20.94
Colle San Magno,2012,7,23.31
Colle San Magno,2012,8,24.11
Colle San Magno,2012,9,18.41
Colle San Magno,2012,10,14.34
Colle San Magno,2012,11,10.71
Colle San Magno,2012,12,3.87
Colle San Magno,2013,1,4.29
Colle San Magno,2013,2,3.48
Colle San Magno,2013,3,7.85
Colle San Magno,2013,4,12.43
Colle San Magno,2013,5,14.4
Colle San Magno,2013,6,18.14
Colle San Magno,2013,7,21.42
Colle San Magno,2013,8,22.39
Colle San Magno,2013,9,18.1
Colle San Magno,2013,10,15.02
Colle San Magno,2013,11,9.16
Colle San Magno,2013,12,5.02
Colle San Magno,2014,1,6.14
Colle San Magno,2014,2,7.91
Colle San Magno,2014,3,6.99
Colle San Magno,2014,4,11.31
Colle San Magno,2014,5,14.04
Colle San Magno,2014,6,19.03
Colle San Magno,2014,7,19.96
Colle San Magno,2014,8,21.12
Colle San Magno,2014,9,17.73
Colle San Magno,2014,10,14.72
Colle San Magno,2014,11,11.27
Colle San Magno,2014,12,5.67
Colle San Magno,2015,1,4.72
Colle San Magno,2015,2,4.52
Colle San Magno,2015,3,7.94
Colle San Magno,2015,4,11.1
Colle San Magno,2015,5,15.98
Colle San Magno,2015,6,19.69
Colle San Magno,2015,7,25.15
Colle San Magno,2015,8,23.18
Colle San Magno,2015,9,18.94
Colle San Magno,2015,10,13.47
Colle San Magno,2015,11,9.52
Colle San Magno,2015,12,5.41
Colle San Magno,2016,1,5.26
Colle San Magno,2016,2,8.13
Colle San Magno,2016,3,8.02
Colle San Magno,2016,4,13.32
Colle San Magno,2016,5,14.55
Colle San Magno,2016,6,19.16
Colle San Magno,2016,7,23.24
Colle San Magno,2016,8,22.51
Colle San Magno,2016,9,17.78
Colle San Magno,2016,10,13.51
Colle San Magno,2016,11,9.11
Colle San Magno,2016,12,4.62
Colle San Magno,2017,1,1.41
Colle San Magno,2017,2,7.16
Colle San Magno,2017,3,9.29
Colle San Magno,2017,4,10.67
Colle San Magno,2017,5,15.46
Colle San Magno,2017,6,21.03
Colle San Magno,2017,7,22.53
Colle San Magno,2017,8,24.04
Colle San Magno,2017,9,16.32
Colle San Magno,2017,10,13.1
Colle San Magno,2017,11,8.05
Colle San Magno,2017,12,4.15
Colle San Magno,2018,1,6.38
Colle San Magno,2018,2,3.74
Colle San Magno,2018,3,7.39
Colle San Magno,2018,4,14.01
Colle San Magno,2018,5,16.12
Colle San Magno,2018,6,19.72
Colle San Magno,2018,7,23.15
Colle San Magno,2018,8,22.05
Colle San Magno,2018,9,18.98
Colle San Magno,2018,10,15.14
Colle San Magno,2018,11,9.65
Colle San Magno,2018,12,5.49
Colle San Magno,2019,1,2.15
Colle San Magno,2019,2,5.67
Colle San Magno,2019,3,9.22
Colle San Magno,2019,4,10.58
Colle San Magno,2019,5,11.72
Colle San Magno,2019,6,21.57
Colle San Magno,2019,7,22.97
Colle San Magno,2019,8,23.22
Colle San Magno,2019,9,19.01
Colle San Magno,2019,10,14.69
Colle San Magno,2019,11,10.33
Colle San Magno,2019,12,6.76
Colle San Magno,2020,1,4.74
Colle San Magno,2020,2,7.02
Colle San Magno,2020,3,7.51
Colle San Magno,2020,4,11.02
Colle San Magno,2020,5,15.68
Colle San Magno,2020,6,17.77
Colle San Magno,2020,7,22.04
Colle San Magno,2020,8,22.76
Colle San Magno,2020,9,18.96
Colle San Magno,2020,10,11.99
Colle San Magno,2020,11,9.93
Colle San Magno,2020,12,6.03
Colle San Magno,2021,1,4.0
Colle San Magno,2021,2,6.99
Colle San Magno,2021,3,6.78
Colle San Magno,2021,4,9.32
Colle San Magno,2021,5,14.33
Colle San Magno,2021,6,20.22
Colle San Magno,2021,7,22.82
Colle San Magno,2021,8,22.85
Colle San Magno,2021,9,19.15
Colle San Magno,2021,10,12.77
Colle San Magno,2021,11,10.46
Colle San Magno,2021,12,5.39
Colle San Magno,2022,1,4.23
Colle San Magno,2022,2,6.16
Colle San Magno,2022,3,6.08
Colle San Magno,2022,4,10.45
Colle San Magno,2022,5,16.87
Colle San Magno,2022,6,22.65
Colle San Magno,2022,7,24.7
Colle San Magno,2022,8,23.27
Colle San Magno,2022,9,18.08
Colle San Magno,2022,10,15.25
Colle San Magno,2022,11,9.87
Colle San Magno,2022,12,8.01
Colle San Magno,2023,1,4.88
Colle San Magno,2023,2,5.1
Colle San Magno,2023,3,8.72
Colle San Magno,2023,4,9.96
Colle San Magno,2023,5,14.76
Colle San Magno,2023,6,19.56
Colle San Magno,2023,7,23.97
Colle San Magno,2023,8,22.01
Colle San Magno,2023,9,19.66
Colle San Magno,2023,10,16.83
Colle San Magno,2023,11,10.17
Colle San Magno,2023,12,7.12
Colle San Magno,2024,1,6.59
Colle San Magno,2024,2,8.36
Colle San Magno,2024,3,10.06
Colle San Magno,2024,4,12.37
Colle San Magno,2024,5,15.79
Colle San Magno,2024,6,21.13
Colle San Magno,2024,7,25.38
Colle San Magno,2024,8,25.58
Colle San Magno,2024,9,18.45
Colle San Magno,2024,10,15.52
Colle San Magno,2024,11,9.33
Colle San Magno,2024,12,5.54
Colle San Magno,2025,1,6.52
Colle San Magno,2025,2,7.0
Colle San Magno,2025,3,9.53
Colle San Magno,2025,4,12.2
Colle San Magno,2025,5,15.15
Colle San Magno,2025,6,23.23
Colle San Magno,2025,7,23.65
Colle San Magno,2025,8,22.69
Colle San Magno,2025,9,19.28
Colle San Magno,2025,10,13.48
Colle San Magno,2025,11,9.21
Colle San Magno,2025,12,6.31
Colle San Magno,2026,1,5.91
Colle San Magno,2026,2,8.22
Colle San Magno,2026,3,8.84
Colle San Magno,2026,4,13.44
Colle San Magno,2026,5,16.07
Colle San Magno,2026,6,21.34
Gallinaro,2011,1,1.15
Gallinaro,2011,2,1.17
Gallinaro,2011,3,2.83
Gallinaro,2011,4,5.87
Gallinaro,2011,5,10.83
Gallinaro,2011,6,16.37
Gallinaro,2011,7,18.14
Gallinaro,2011,8,20.32
Gallinaro,2011,9,17.62
Gallinaro,2011,10,10.5
Gallinaro,2011,11,6.02
Gallinaro,2011,12,3.06
Gallinaro,2012,1,0.77
Gallinaro,2012,2,-1.98
Gallinaro,2012,3,6.97
Gallinaro,2012,4,8.21
Gallinaro,2012,5,11.63
Gallinaro,2012,6,19.06
Gallinaro,2012,7,21.51
Gallinaro,2012,8,22.07
Gallinaro,2012,9,16.16
Gallinaro,2012,10,11.99
Gallinaro,2012,11,7.79
Gallinaro,2012,12,1.31
Gallinaro,2013,1,1.64
Gallinaro,2013,2,0.76
Gallinaro,2013,3,4.91
Gallinaro,2013,4,9.34
Gallinaro,2013,5,11.08
Gallinaro,2013,6,15.33
Gallinaro,2013,7,18.52
Gallinaro,2013,8,19.58
Gallinaro,2013,9,15.45
Gallinaro,2013,10,12.82
Gallinaro,2013,11,6.27
Gallinaro,2013,12,2.7
Gallinaro,2014,1,3.57
Gallinaro,2014,2,4.79
Gallinaro,2014,3,3.37
Gallinaro,2014,4,8.27
Gallinaro,2014,5,10.87
Gallinaro,2014,6,16.17
Gallinaro,2014,7,17.19
Gallinaro,2014,8,18.67
Gallinaro,2014,9,14.9
Gallinaro,2014,10,12.09
Gallinaro,2014,11,8.82
Gallinaro,2014,12,2.7
Gallinaro,2015,1,1.83
Gallinaro,2015,2,1.07
Gallinaro,2015,3,4.89
Gallinaro,2015,4,8.48
Gallinaro,2015,5,13.32
Gallinaro,2015,6,16.43
Gallinaro,2015,7,21.87
Gallinaro,2015,8,20.08
Gallinaro,2015,9,15.82
Gallinaro,2015,10,10.08
Gallinaro,2015,11,7.14
Gallinaro,2015,12,3.45
Gallinaro,2016,1,2.41
Gallinaro,2016,2,5.47
Gallinaro,2016,3,5.14
Gallinaro,2016,4,10.92
Gallinaro,2016,5,11.92
Gallinaro,2016,6,16.31
Gallinaro,2016,7,20.21
Gallinaro,2016,8,19.07
Gallinaro,2016,9,14.7
Gallinaro,2016,10,10.77
Gallinaro,2016,11,6.45
Gallinaro,2016,12,2.37
Gallinaro,2017,1,-2.2
Gallinaro,2017,2,4.47
Gallinaro,2017,3,6.75
Gallinaro,2017,4,8.15
Gallinaro,2017,5,12.8
Gallinaro,2017,6,18.69
Gallinaro,2017,7,20.02
Gallinaro,2017,8,21.9
Gallinaro,2017,9,13.57
Gallinaro,2017,10,10.86
Gallinaro,2017,11,5.27
Gallinaro,2017,12,1.48
Gallinaro,2018,1,3.93
Gallinaro,2018,2,0.73
Gallinaro,2018,3,4.33
Gallinaro,2018,4,11.58
Gallinaro,2018,5,13.36
Gallinaro,2018,6,16.92
Gallinaro,2018,7,20.44
Gallinaro,2018,8,18.73
Gallinaro,2018,9,15.76
Gallinaro,2018,10,12.06
Gallinaro,2018,11,7.01
Gallinaro,2018,12,2.8
Gallinaro,2019,1,-0.98
Gallinaro,2019,2,3.07
Gallinaro,2019,3,6.65
Gallinaro,2019,4,7.9
Gallinaro,2019,5,8.92
Gallinaro,2019,6,19.6
Gallinaro,2019,7,20.35
Gallinaro,2019,8,20.85
Gallinaro,2019,9,16.15
Gallinaro,2019,10,12.56
Gallinaro,2019,11,7.62
Gallinaro,2019,12,4.04
Gallinaro,2020,1,2.58
Gallinaro,2020,2,4.52
Gallinaro,2020,3,4.9
Gallinaro,2020,4,8.63
Gallinaro,2020,5,13.15
Gallinaro,2020,6,15.26
Gallinaro,2020,7,19.89
Gallinaro,2020,8,20.84
Gallinaro,2020,9,16.18
Gallinaro,2020,10,9.46
Gallinaro,2020,11,7.42
Gallinaro,2020,12,3.41
Gallinaro,2021,1,1.03
Gallinaro,2021,2,4.78
Gallinaro,2021,3,4.04
Gallinaro,2021,4,6.59
Gallinaro,2021,5,12.05
Gallinaro,2021,6,18.06
Gallinaro,2021,7,20.77
Gallinaro,2021,8,20.29
Gallinaro,2021,9,16.47
Gallinaro,2021,10,10.02
Gallinaro,2021,11,7.7
Gallinaro,2021,12,2.77
Gallinaro,2022,1,1.95
Gallinaro,2022,2,3.62
Gallinaro,2022,3,3.24
Gallinaro,2022,4,7.76
Gallinaro,2022,5,14.59
Gallinaro,2022,6,20.54
Gallinaro,2022,7,22.35
Gallinaro,2022,8,20.25
Gallinaro,2022,9,15.55
Gallinaro,2022,10,13.28
Gallinaro,2022,11,7.19
Gallinaro,2022,12,5.51
Gallinaro,2023,1,2.13
Gallinaro,2023,2,2.87
Gallinaro,2023,3,6.24
Gallinaro,2023,4,7.09
Gallinaro,2023,5,11.95
Gallinaro,2023,6,17.06
Gallinaro,2023,7,22.06
Gallinaro,2023,8,19.72
Gallinaro,2023,9,17.25
Gallinaro,2023,10,14.77
Gallinaro,2023,11,7.07
Gallinaro,2023,12,4.6
Gallinaro,2024,1,3.81
Gallinaro,2024,2,6.07
Gallinaro,2024,3,7.44
Gallinaro,2024,4,9.92
Gallinaro,2024,5,13.13
Gallinaro,2024,6,19.12
Gallinaro,2024,7,23.25
Gallinaro,2024,8,22.79
Gallinaro,2024,9,15.51
Gallinaro,2024,10,13.1
Gallinaro,2024,11,6.72
Gallinaro,2024,12,2.8
Gallinaro,2025,1,3.78
Gallinaro,2025,2,4.41
Gallinaro,2025,3,6.71
Gallinaro,2025,4,9.45
Gallinaro,2025,5,12.3
Gallinaro,2025,6,20.78
Gallinaro,2025,7,20.65
Gallinaro,2025,8,19.49
Gallinaro,2025,9,17.0
Gallinaro,2025,10,10.46
Gallinaro,2025,11,6.6
Gallinaro,2025,12,4.04
Gallinaro,2026,1,2.88
Gallinaro,2026,2,5.5
Gallinaro,2026,3,5.59
Gallinaro,2026,4,10.83
Gallinaro,2026,5,13.09
Gallinaro,2026,6,18.56
Monte San Giovanni Campano,2011,1,2.23
Monte San Giovanni Campano,2011,2,2.25
Monte San Giovanni Campano,2011,3,4.22
Monte San Giovanni Campano,2011,4,7.7
Monte San Giovanni Campano,2011,5,13.07
Monte San Giovanni Campano,2011,6,18.14
Monte San Giovanni Campano,2011,7,19.69
Monte San Giovanni Campano,2011,8,22.02
Monte San Giovanni Campano,2011,9,19.37
Monte San Giovanni Campano,2011,10,12.13
Monte San Giovanni Campano,2011,11,7.57
Monte San Giovanni Campano,2011,12,4.61
Monte San Giovanni Campano,2012,1,2.37
Monte San Giovanni Campano,2012,2,-0.51
Monte San Giovanni Campano,2012,3,8.63
Monte San Giovanni Campano,2012,4,10.2
Monte San Giovanni Campano,2012,5,13.49
Monte San Giovanni Campano,2012,6,20.59
Monte San Giovanni Campano,2012,7,23.22
Monte San Giovanni Campano,2012,8,23.86
Monte San Giovanni Campano,2012,9,17.78
Monte San Giovanni Campano,2012,10,13.45
Monte San Giovanni Campano,2012,11,9.47
Monte San Giovanni Campano,2012,12,2.74
Monte San Giovanni Campano,2013,1,2.91
Monte San Giovanni Campano,2013,2,2.2
Monte San Giovanni Campano,2013,3,6.74
Monte San Giovanni Campano,2013,4,11.53
Monte San Giovanni Campano,2013,5,13.13
Monte San Giovanni Campano,2013,6,17.11
Monte San Giovanni Campano,2013,7,20.3
Monte San Giovanni Campano,2013,8,21.42
Monte San Giovanni Campano,2013,9,16.94
Monte San Giovanni Campano,2013,10,14.21
Monte San Giovanni Campano,2013,11,7.83
Monte San Giovanni Campano,2013,12,4.04
Monte San Giovanni Campano,2014,1,5.01
Monte San Giovanni Campano,2014,2,6.46
Monte San Giovanni Campano,2014,3,4.65
Monte San Giovanni Campano,2014,4,9.96
Monte San Giovanni Campano,2014,5,12.79
Monte San Giovanni Campano,2014,6,17.9
Monte San Giovanni Campano,2014,7,18.79
Monte San Giovanni Campano,2014,8,20.21
Monte San Giovanni Campano,2014,9,16.57
Monte San Giovanni Campano,2014,10,13.64
Monte San Giovanni Campano,2014,11,10.26
Monte San Giovanni Campano,2014,12,4.39
